allocine_id,title,release_date,pays,poster,genres
190067,Voltiges,2011-08-03,,http://fr.web.img6.acsta.net/medias/nmedia/18/84/84/16/19760832.jpg,['Drame']
190323,Alyah,2012-09-19,,http://fr.web.img6.acsta.net/medias/nmedia/18/86/53/31/20191961.jpg,['Drame' 'Romance' 'Thriller']
195443,"7, 8, 9... Boniface",2011-10-26,,http://fr.web.img6.acsta.net/medias/nmedia/18/85/69/82/19801646.jpg,['Animation']
196467,Non-Stop,2014-02-26,,http://fr.web.img2.acsta.net/pictures/14/01/09/14/47/339936.jpg,['Thriller']
198004,Il n'y a pas de rapport sexuel,2012-01-11,,http://fr.web.img6.acsta.net/medias/nmedia/18/86/11/05/19823302.jpg,['Documentaire']
204916,Le Grand Cahier,2014-03-19,,http://fr.web.img5.acsta.net/pictures/14/02/20/10/32/458902.jpg,['Action' 'Drame']
143988,Lenny and the Kids (Go Get Some Rosemary),2010-04-28,,http://fr.web.img5.acsta.net/medias/nmedia/18/70/50/78/19311798.jpg,['Comédie-dramatique']
209780,May In The Summer,2014-05-07,,http://fr.web.img3.acsta.net/pictures/14/04/03/17/11/135046.jpg,['Comédie' 'Drame']
210804,La Grande Bellezza,2013-05-22,,http://fr.web.img4.acsta.net/pictures/210/021/21002178_20130429173420254.jpg,['Comédie' 'Drame']
218484,Bambi,2013-06-19,,http://fr.web.img1.acsta.net/pictures/210/017/21001712_20130426125639343.jpg,['Documentaire']
220020,Millefeuille,2013-06-05,,http://fr.web.img1.acsta.net/pictures/210/038/21003822_20130507104152004.jpg,['Comédie-dramatique']
222580,Dancing in Jaffa,2014-04-02,,http://fr.web.img4.acsta.net/pictures/14/03/05/10/01/374586.jpg,['Documentaire']
222836,Un été à Quchi,2014-09-24,,http://fr.web.img6.acsta.net/pictures/14/05/09/14/22/076984.jpg,['Comédie-dramatique']
177524,Entre chien et loup,2011-12-07,,http://fr.web.img5.acsta.net/medias/nmedia/18/86/44/10/19841011.jpg,['Drame']
177780,Présumé coupable,2011-09-07,,http://fr.web.img2.acsta.net/medias/nmedia/18/78/33/56/19749241.jpg,['Drame']
182900,Mords-moi sans hésitation,2010-11-24,,http://fr.web.img4.acsta.net/medias/nmedia/18/78/72/48/19535996.jpg,['Comédie']
119412,M. Peabody et Sherman : Les Voyages dans le temps,2014-02-12,,http://fr.web.img3.acsta.net/pictures/13/12/23/16/46/254085.jpg,['Animation' 'Aventure']
190068,Summertime,2012-07-04,,http://fr.web.img5.acsta.net/medias/nmedia/18/91/07/94/20133168.jpg,['Aventure' 'Drame']
192884,Pour lui,2012-04-04,,http://fr.web.img2.acsta.net/medias/nmedia/18/88/68/42/19999509.jpg,['Drame']
193908,Plan de table,2012-04-11,,http://fr.web.img2.acsta.net/medias/nmedia/18/88/69/67/20000227.jpg,['Comédie' 'Romance']
195444,Tante Hilda !,2014-02-12,,http://fr.web.img1.acsta.net/pictures/210/189/21018971_20131127105246291.jpg,['Animation' 'Comédie']
373,L'Homme au complet blanc,2014-10-08,,http://fr.web.img3.acsta.net/pictures/14/09/25/15/55/394228.jpg,['Comédie']
135541,Largo Winch II,2011-02-16,,http://fr.web.img3.acsta.net/medias/nmedia/18/82/58/81/19647122.jpg,['Action' 'Aventure' 'Thriller']
206453,Fruitvale Station,2014-01-01,,http://fr.web.img3.acsta.net/pictures/210/463/21046385_20131003113216288.jpg,['Biopic' 'Drame']
207989,Need for Speed,2014-04-16,,http://fr.web.img5.acsta.net/pictures/14/01/22/18/38/106417.jpg,['Action']
209525,Jeune & Jolie,2013-08-21,,http://fr.web.img4.acsta.net/pictures/210/059/21005923_2013051510325393.jpg,['Drame']
209781,Le Cours étrange des choses,2013-12-04,,http://fr.web.img6.acsta.net/pictures/210/016/21001670_20131003122000657.jpg,['Drame']
227701,G.H.B.,2014-11-12,,http://fr.web.img5.acsta.net/pictures/14/10/31/16/51/219419.jpg,['Drame']
109173,Piranha 3D,2010-09-01,,http://fr.web.img6.acsta.net/medias/nmedia/18/65/59/98/19472488.jpg,['Epouvante-horreur']
182645,The Thing,2011-10-12,,http://fr.web.img5.acsta.net/medias/nmedia/18/79/83/49/19825652.jpg,['Epouvante-horreur' 'Science-fiction']
188021,The Dictator,2012-06-20,,http://fr.web.img6.acsta.net/medias/nmedia/18/84/77/28/20096200.jpg,['Comédie']
192885,Tous au Larzac,2011-11-23,,http://fr.web.img2.acsta.net/medias/nmedia/18/84/07/95/19828338.jpg,['Documentaire']
195189,Au cul du loup,2012-08-22,,http://fr.web.img4.acsta.net/medias/nmedia/18/84/92/36/20182392.jpg,['Drame']
139382,Le Dernier des Templiers,2011-01-12,,http://fr.web.img1.acsta.net/medias/nmedia/18/82/08/99/19602839.jpg,['Aventure' 'Drame' 'Fantastique']
206710,La Vie rêvée de Walter Mitty,2014-01-01,,http://fr.web.img6.acsta.net/pictures/210/616/21061685_20131128104756505.jpg,['Aventure' 'Comédie-dramatique']
146550,Rio,2011-04-13,,http://fr.web.img1.acsta.net/medias/nmedia/18/78/25/22/19699752.jpg,['Animation' 'Aventure']
221814,Retourne à tes fourneaux,2014-06-18,,http://fr.web.img2.acsta.net/pictures/14/04/18/16/29/385237.jpg,['Documentaire']
225398,De l'autre côté du mur,2014-11-05,,http://fr.web.img1.acsta.net/pictures/14/09/10/14/31/171462.jpg,['Drame']
227190,Jeune,2014-05-07,,http://fr.web.img4.acsta.net/pictures/14/02/14/20/02/418814.jpg,['Documentaire']
175478,Hanna,2011-07-06,,http://fr.web.img3.acsta.net/medias/nmedia/18/82/55/27/19707830.jpg,['Action' 'Drame' 'Thriller']
175734,La Femme aux 5 éléphants,2010-10-13,,http://fr.web.img6.acsta.net/medias/nmedia/18/79/84/35/19534216.jpg,['Documentaire']
178550,Je n'ai rien oublié,2011-03-30,,http://fr.web.img6.acsta.net/medias/nmedia/18/83/17/22/19669892.jpg,['Drame']
182902,Une Vie Tranquille,2011-08-03,,http://fr.web.img2.acsta.net/medias/nmedia/18/83/25/74/19679305.jpg,['Drame']
375,Un shérif à New York,2010-07-21,,http://fr.web.img6.acsta.net/medias/nmedia/18/66/41/70/19472422.jpg,['Action' 'Policier']
199031,La Vie Murmurée,2011-11-30,,http://fr.web.img4.acsta.net/medias/nmedia/18/86/42/33/19841262.jpg,['Documentaire']
200055,La Stratégie de la poussette,2013-01-02,,http://fr.web.img6.acsta.net/medias/nmedia/18/93/83/42/20328083.jpg,['Comédie']
136311,Bad Lieutenant : Escale à la Nouvelle-Orléans,2010-03-17,,http://fr.web.img2.acsta.net/medias/nmedia/18/71/67/28/19237055.jpg,['Drame' 'Policier']
139127,Rango,2011-03-23,,http://fr.web.img1.acsta.net/medias/nmedia/18/78/46/81/19678966.jpg,['Animation' 'Aventure']
142455,Rendez-vous avec un ange,2011-06-01,,http://fr.web.img6.acsta.net/medias/nmedia/18/84/16/54/19733787.jpg,['Drame']
208247,La Fille Publique,2013-06-12,,http://fr.web.img2.acsta.net/medias/nmedia/18/91/04/15/20126857.jpg,['Drame']
216951,Il est difficile d'être un dieu,2015-02-11,,http://fr.web.img3.acsta.net/pictures/15/01/20/16/29/153038.jpg,['Historique' 'Science-fiction']
217719,Les Jardins du Roi,2015-05-06,,http://fr.web.img3.acsta.net/pictures/15/03/03/16/57/334114.jpg,['Drame' 'Historique' 'Romance']
219767,Benoît Brisefer : les Taxis Rouges,2014-12-17,,http://fr.web.img4.acsta.net/pictures/14/10/20/15/27/341920.jpg,['Comédie']
220023,Les Grandes Ondes (à l'ouest),2014-02-12,,http://fr.web.img3.acsta.net/pictures/14/01/03/16/00/312856.jpg,['Comédie']
222327,Aux yeux des vivants,2014-04-30,,http://fr.web.img6.acsta.net/pictures/14/03/19/11/00/197694.jpg,['Epouvante-horreur' 'Thriller']
228727,Microbe et Gasoil,2015-07-08,,http://fr.web.img5.acsta.net/pictures/15/06/09/14/29/431745.jpg,['Aventure' 'Comédie']
234103,L'éveil D'Edoardo,2015-06-17,,http://fr.web.img2.acsta.net/pictures/15/04/17/12/46/493434.jpg,['Comédie']
180343,Ted,2012-10-10,,http://fr.web.img3.acsta.net/medias/nmedia/18/89/57/28/20196214.jpg,['Comédie']
181111,Die Hard : belle journée pour mourir,2013-02-20,,http://fr.web.img2.acsta.net/medias/nmedia/18/94/29/36/20417688.jpg,['Action']
193911,Casse-tête chinois,2013-12-04,,http://fr.web.img2.acsta.net/pictures/210/182/21018207_2013102210303588.jpg,['Comédie-dramatique' 'Romance']
130423,Adrienn Pàl,2012-07-25,,http://fr.web.img2.acsta.net/medias/nmedia/18/91/69/70/20158342.jpg,['Drame']
215416,Công Binh la longue nuit indochinoise,2013-01-30,,http://fr.web.img6.acsta.net/medias/nmedia/18/94/54/54/20337153.jpg,['Documentaire']
217208,Tu seras sumo,2013-03-13,,http://fr.web.img4.acsta.net/medias/nmedia/18/96/02/68/20440444.jpg,['Documentaire']
220024,À Ciel Ouvert,2014-01-08,,http://fr.web.img4.acsta.net/pictures/210/509/21050903_20131031165612775.jpg,['Documentaire']
222328,La Promesse d'une vie,2015-04-15,,http://fr.web.img2.acsta.net/pictures/14/10/03/15/41/178466.jpg,['Action' 'Drame']
222840,Sunhi,2014-07-09,,http://fr.web.img3.acsta.net/pictures/14/06/12/10/35/528153.jpg,['Drame']
226936,Un voyage,2014-04-23,,http://fr.web.img5.acsta.net/pictures/14/02/26/10/12/107394.jpg,['Drame']
228984,D'amour et de dettes,2015-05-13,,http://fr.web.img1.acsta.net/pictures/15/04/22/15/58/221016.jpg,['Drame']
229240,Atlas,2014-11-12,,http://fr.web.img1.acsta.net/pictures/14/10/28/15/17/499986.jpg,['Documentaire']
230520,Zouzou,2014-12-24,,http://fr.web.img1.acsta.net/pictures/14/11/17/17/53/499280.jpg,['Comédie']
181624,Mortem,2012-10-03,,http://fr.web.img5.acsta.net/medias/nmedia/18/78/09/01/20255885.jpg,['Fantastique' 'Thriller']
130424,La Ligne blanche,2011-08-31,,http://fr.web.img2.acsta.net/medias/nmedia/18/85/01/42/19768084.jpg,['Comédie-dramatique']
200313,Effets secondaires,2013-04-03,,http://fr.web.img2.acsta.net/medias/nmedia/18/94/94/59/20455382.jpg,['Drame' 'Policier']
138361,La Robe du soir,2010-02-24,,http://fr.web.img2.acsta.net/medias/nmedia/18/73/97/09/19241719.jpg,['Drame']
206201,Players,2013-09-25,,http://fr.web.img4.acsta.net/pictures/210/299/21029934_2013082117251707.jpg,['Policier' 'Thriller']
213881,Le Dernier des injustes,2013-11-13,,http://fr.web.img4.acsta.net/pictures/210/475/21047540_20131008115643155.jpg,['Documentaire']
216953,Tanta Agua,2014-07-16,,http://fr.web.img5.acsta.net/pictures/13/12/09/15/19/416495.jpg,['Comédie-dramatique']
217209,"Outreau, l'autre vérité",2013-03-06,,http://fr.web.img2.acsta.net/medias/nmedia/18/96/17/68/20451950.jpg,['Documentaire']
175481,Monsieur Papa,2011-06-01,,http://fr.web.img4.acsta.net/medias/nmedia/18/79/51/26/19717709.jpg,['Comédie']
180601,All Good Children,2011-08-03,,http://fr.web.img2.acsta.net/medias/nmedia/18/85/26/14/19779808.jpg,['Drame']
181881,Forces spéciales,2011-11-02,,http://fr.web.img2.acsta.net/medias/nmedia/18/83/26/25/19777804.jpg,['Action' 'Drame']
183161,Ma Première fois,2012-01-18,,http://fr.web.img4.acsta.net/medias/nmedia/18/84/55/85/19828422.jpg,['Drame' 'Romance']
123257,Une famille très moderne,2010-08-25,,http://fr.web.img2.acsta.net/medias/nmedia/18/78/88/93/19485146.jpg,['Comédie']
192121,Parlez-moi de vous,2012-01-11,,http://fr.web.img4.acsta.net/medias/nmedia/18/86/40/03/19859240.jpg,['Comédie-dramatique']
196730,Leave It On The Floor,2013-08-07,,http://fr.web.img1.acsta.net/pictures/210/110/21011093_20130607160525313.jpg,['Comédie-musicale' 'Drame']
142714,The Spectacular Now,2014-01-08,,http://fr.web.img6.acsta.net/pictures/13/12/10/14/40/401286.jpg,['Comédie' 'Drame']
143994,Twilight - Chapitre 3 : hésitation,2010-07-07,,http://fr.web.img1.acsta.net/medias/nmedia/18/73/05/75/19415045.jpg,['Fantastique' 'Romance']
217210,Enfants valises,2013-09-11,,http://fr.web.img1.acsta.net/pictures/210/143/21014354_20130621120846411.jpg,['Documentaire']
221306,"Dehors, c'est l'été",2013-09-11,,http://fr.web.img2.acsta.net/pictures/210/154/21015420_20130626121322681.jpg,['Drame']
222586,Casanova Variations,2014-11-19,,http://fr.web.img4.acsta.net/pictures/14/09/15/14/00/469109.jpg,['Biopic' 'Drame' 'Historique']
183162,O Somma Luce,2011-01-05,,http://fr.web.img6.acsta.net/medias/nmedia/18/78/84/65/19631090.jpg,['Comédie-dramatique']
187258,"HH, Hitler à Hollywood",2011-05-04,,http://fr.web.img3.acsta.net/medias/nmedia/18/83/65/56/19726150.jpg,['Documentaire' 'Drame' 'Thriller']
190074,On the Ice,2011-12-14,,http://fr.web.img4.acsta.net/medias/nmedia/18/86/14/54/19853560.jpg,['Drame' 'Thriller']
191866,Alex Cross,2012-12-19,,http://fr.web.img2.acsta.net/medias/nmedia/18/91/54/92/20297043.jpg,['Action' 'Policier' 'Thriller']
192634,To Rome with Love,2012-07-04,,http://fr.web.img1.acsta.net/medias/nmedia/18/89/84/59/20104459.jpg,['Comédie']
194938,Noé,2014-04-09,,http://fr.web.img6.acsta.net/pictures/14/03/12/18/33/096867.jpg,['Aventure' 'Fantastique']
135547,Achille et la tortue,2010-03-10,,http://fr.web.img1.acsta.net/medias/nmedia/18/67/32/40/19253299.jpg,['Comédie' 'Drame']
138363,City Island,2010-01-20,,http://fr.web.img5.acsta.net/medias/nmedia/18/70/72/37/19221568.jpg,['Comédie' 'Drame']
204923,La Chute de la Maison Blanche,2013-03-20,,http://fr.web.img5.acsta.net/medias/nmedia/18/96/20/50/20452784.jpg,['Action' 'Thriller']
206715,Paradis Perdu,2012-07-04,,http://fr.web.img5.acsta.net/medias/nmedia/18/91/19/32/20133785.jpg,['Drame']
212603,Profession Journaliste,2012-10-31,,http://fr.web.img3.acsta.net/medias/nmedia/18/94/07/45/20301713.jpg,['Documentaire']
147579,Ce n'est qu'un début,2010-11-17,,http://fr.web.img6.acsta.net/medias/nmedia/18/78/78/31/19515783.jpg,['Documentaire']
216955,Alabama Monroe,2013-08-28,,http://fr.web.img6.acsta.net/pictures/210/017/21001711_20130426125343183.jpg,['Drame']
217979,Zéro,2013-12-04,,http://fr.web.img2.acsta.net/pictures/210/561/21056180_20131115101544931.jpg,['Drame']
222075,Canailles Connection,2014-10-29,,http://fr.web.img1.acsta.net/pictures/14/08/26/17/42/387220.jpg,['Comédie' 'Policier']
225403,Hungry Hearts,2015-02-25,,http://fr.web.img1.acsta.net/pictures/15/01/20/10/05/376923.jpg,['Drame' 'Thriller']
227195,Capelito et ses amis,2014-04-16,,http://fr.web.img3.acsta.net/pictures/14/04/15/16/31/041688.jpg,['Animation']
228475,Zaneta,2015-05-06,,http://fr.web.img4.acsta.net/pictures/15/03/25/11/43/438914.jpg,['Drame']
230011,Bouboule,2014-11-05,,http://fr.web.img3.acsta.net/pictures/14/07/02/16/36/163409.jpg,['Comédie-dramatique']
174715,Fortapàsc,2011-01-05,,http://fr.web.img5.acsta.net/medias/nmedia/18/82/37/54/19627411.jpg,['Biopic' 'Drame']
177275,Acqua in bocca,2011-06-08,,http://fr.web.img2.acsta.net/medias/nmedia/18/84/60/09/19749297.jpg,['Documentaire']
180091,Une nuit au cirque 3D,2010-05-26,,http://fr.web.img1.acsta.net/medias/nmedia/18/77/62/32/19426530.jpeg,['Documentaire']
180603,Année Bissextile,2010-06-16,,http://fr.web.img2.acsta.net/medias/nmedia/18/77/83/31/19454773.jpg,['Drame']
183163,La BM du Seigneur,2011-01-26,,http://fr.web.img1.acsta.net/medias/nmedia/18/82/01/15/19627905.jpg,['Drame']
193147,Une Promesse,2014-04-16,,http://fr.web.img6.acsta.net/pictures/13/12/19/10/23/234510.jpg,['Drame' 'Romance']
193915,4h44 Dernier jour sur terre,2012-12-19,,http://fr.web.img5.acsta.net/medias/nmedia/18/93/74/10/20360373.jpg,['Drame' 'Science-fiction']
130427,Quartier lointain,2010-11-24,,http://fr.web.img6.acsta.net/medias/nmedia/18/79/75/58/19571450.jpg,['Comédie-dramatique']
198268,Beirut Kamikaze,2011-11-16,,http://fr.web.img1.acsta.net/pictures/14/03/28/16/01/194088.gif,['Documentaire']
214140,La Bande des Jotas,2013-02-06,,http://fr.web.img2.acsta.net/medias/nmedia/18/94/73/05/20352122.jpg,['Comédie' 'Thriller']
221564,Qu’Allah bénisse la France,2014-12-10,,http://fr.web.img5.acsta.net/pictures/14/11/25/12/28/384403.jpg,['Drame']
224892,Good Kill,2015-04-22,,http://fr.web.img5.acsta.net/pictures/15/03/13/19/03/164909.jpg,['Thriller']
225404,Two Hundred Thousand Dirty,2014-07-16,,http://fr.web.img3.acsta.net/pictures/14/06/20/16/13/269990.jpg,['Comédie']
227196,La Mante religieuse,2014-06-04,,http://fr.web.img1.acsta.net/pictures/14/02/18/12/12/027581.jpg,['Drame']
228476,Le Challat de Tunis,2015-04-01,,http://fr.web.img2.acsta.net/pictures/15/03/11/16/40/336558.jpg,['Comédie' 'Documentaire' 'Drame']
178300,Minuit à Paris,2011-05-11,,http://fr.web.img4.acsta.net/medias/nmedia/18/83/07/18/19702766.jpg,['Comédie' 'Romance']
178556,Serena,2014-11-12,,http://fr.web.img2.acsta.net/pictures/14/11/04/18/21/489206.jpg,['Drame']
179068,Mike,2011-06-22,,http://fr.web.img4.acsta.net/medias/nmedia/18/83/78/38/19756936.jpg,['Comédie-dramatique']
186748,Oliver Sherman,2012-11-07,,http://fr.web.img4.acsta.net/medias/nmedia/18/83/22/56/20297199.jpg,['Drame' 'Thriller']
57212,"Shrek 4, il était une fin",2010-06-30,,http://fr.web.img3.acsta.net/medias/nmedia/18/71/56/64/19451582.jpg,['Animation' 'Comédie' 'Fantastique']
191356,Turbo,2013-10-16,,http://fr.web.img2.acsta.net/pictures/210/240/21024051_20130802102929359.jpg,['Animation' 'Aventure' 'Comédie']
192124,Barcelona avant que le temps ne l'efface,2013-09-18,,http://fr.web.img6.acsta.net/pictures/210/395/21039598_20130913114025418.jpg,['Documentaire']
133757,Gainsbourg (Vie héroïque),2010-01-20,,http://fr.web.img3.acsta.net/medias/nmedia/18/66/71/47/19189713.jpg,['Biopic' 'Comédie-musicale']
135549,Les Hauts de Hurlevent,2012-12-05,,http://fr.web.img5.acsta.net/medias/nmedia/18/87/37/35/20311095.jpg,['Drame' 'Romance']
204157,I Used To Be Darker,2013-12-25,,http://fr.web.img1.acsta.net/pictures/13/12/04/10/23/241357.jpg,['Comédie-musicale' 'Drame']
143741,Pieds nus sur les limaces,2010-12-01,,http://fr.web.img5.acsta.net/medias/nmedia/18/77/97/51/19496283.jpg,['Comédie-dramatique']
145533,Twelve,2010-09-08,,http://fr.web.img6.acsta.net/medias/nmedia/18/71/83/45/19484733.jpg,['Drame']
216189,L'Enquête,2015-02-11,,http://fr.web.img1.acsta.net/pictures/14/10/31/16/53/311216.jpg,['Thriller']
218237,Secret d'état,2014-11-26,,http://fr.web.img4.acsta.net/pictures/14/10/21/16/36/584501.jpg,['Biopic' 'Drame' 'Thriller']
222333,Les Boxtrolls,2014-10-15,,http://fr.web.img6.acsta.net/pictures/14/08/06/18/36/538573.jpg,['Animation' 'Aventure']
225405,Les petits gars de la campagne,2014-10-15,,http://fr.web.img2.acsta.net/pictures/14/01/29/17/15/325269.jpg,['Documentaire']
226429,A la poursuite du Roi Plumes,2014-10-15,,http://fr.web.img1.acsta.net/pictures/14/09/08/09/40/190114.jpg,['Animation' 'Aventure']
232061,L'Indompté,2014-10-10,,http://fr.web.img3.acsta.net/pictures/14/10/27/15/08/587598.jpg,['Historique']
175485,Une pure affaire,2011-03-02,,http://fr.web.img3.acsta.net/medias/nmedia/18/82/69/23/19639831.jpg,['Comédie']
178301,La Femme du Vème,2011-11-16,,http://fr.web.img1.acsta.net/medias/nmedia/18/83/84/93/19790085.jpg,['Thriller']
183165,"Moi, la finance et le développement durable",2010-09-29,,http://fr.web.img1.acsta.net/medias/nmedia/18/78/79/08/19478675.jpg,['Documentaire']
192381,Prud'Hommes,2011-06-08,,http://fr.web.img1.acsta.net/medias/nmedia/18/83/79/06/19759688.jpg,['Documentaire']
141694,Comment savoir,2011-01-26,,http://fr.web.img1.acsta.net/medias/nmedia/18/82/05/01/19603573.jpg,['Comédie' 'Romance']
210302,Traviata et nous,2012-10-24,,http://fr.web.img1.acsta.net/medias/nmedia/18/92/21/60/20195337.jpg,['Comédie-musicale' 'Documentaire']
221566,Retour à Ithaque,2014-12-03,,http://fr.web.img2.acsta.net/pictures/14/12/01/12/23/454550.jpg,['Comédie-dramatique']
222590,Le Vieux qui ne voulait pas fêter son anniversaire,2014-05-28,,http://fr.web.img6.acsta.net/pictures/14/03/21/10/02/069474.jpg,['Comédie']
225406,Melaza,2014-04-16,,http://fr.web.img1.acsta.net/pictures/14/02/18/12/22/178051.jpg,['Comédie' 'Drame']
226430,Les aventures d'Emile à la ferme,2015-01-14,,http://fr.web.img6.acsta.net/pictures/14/10/16/16/39/406643.gif,['Animation']
179070,Une bouteille à la mer,2012-02-08,,http://fr.web.img6.acsta.net/medias/nmedia/18/86/04/59/19860698.jpg,['Drame']
180606,Benda Bilili!,2010-09-08,,http://fr.web.img6.acsta.net/medias/nmedia/18/78/83/61/19481047.jpg,['Documentaire']
183422,Vous n'avez encore rien vu,2012-09-26,,http://fr.web.img3.acsta.net/medias/nmedia/18/88/64/60/20087447.jpg,['Drame']
183934,Notre Étrangère,2011-02-02,,http://fr.web.img1.acsta.net/medias/nmedia/18/78/97/73/19621860.jpg,['Drame']
194174,Dark Horse,2012-08-29,,http://fr.web.img6.acsta.net/medias/nmedia/18/85/54/28/20182556.jpg,['Drame']
199807,Dans la brume,2013-01-30,,http://fr.web.img2.acsta.net/medias/nmedia/18/90/66/32/20107348.jpg,['Drame']
201599,Abus de faiblesse,2014-02-12,,http://fr.web.img4.acsta.net/pictures/13/12/26/15/37/591914.jpg,['Drame']
204927,Syngué Sabour - Pierre de patience,2013-02-20,,http://fr.web.img3.acsta.net/medias/nmedia/18/93/80/62/20440455.jpg,['Action' 'Drame']
207487,Paddington,2014-12-03,,http://fr.web.img5.acsta.net/pictures/14/12/05/10/53/508053.jpg,['Animation' 'Comédie']
234111,Anton Tchékhov 1890,2015-03-18,,http://fr.web.img6.acsta.net/pictures/14/12/16/11/59/214330.jpg,['Biopic' 'Drame']
234367,Une Histoire Américaine,2015-02-11,,http://fr.web.img6.acsta.net/pictures/15/01/21/15/48/282880.jpg,['Comédie-dramatique' 'Romance']
177535,Apart Together,2012-03-07,,http://fr.web.img6.acsta.net/medias/nmedia/18/88/62/13/19996182.jpg,['Drame']
179071,17 filles,2011-12-14,,http://fr.web.img3.acsta.net/medias/nmedia/18/83/97/93/19828366.jpg,['Comédie-dramatique']
179839,Vic le Viking,2010-07-21,,http://fr.web.img1.acsta.net/medias/nmedia/18/78/08/29/19445623.jpg,['Action' 'Aventure' 'Fantastique']
180607,The Silent House (La Casa Muda),2011-03-16,,http://fr.web.img3.acsta.net/medias/nmedia/18/82/95/85/19652763.jpg,['Epouvante-horreur']
190335,Zulu,2013-12-04,,http://fr.web.img2.acsta.net/pictures/210/384/21038412_20130910105406795.jpg,['Policier']
126079,Hôtel Transylvanie,2013-02-13,,http://fr.web.img1.acsta.net/medias/nmedia/18/90/37/26/20366411.jpg,['Action' 'Animation' 'Comédie']
195967,Robot and Frank,2012-09-19,,http://fr.web.img3.acsta.net/medias/nmedia/18/93/27/46/20247000.jpg,['Comédie' 'Drame' 'Science-fiction']
204160,Bob l'éponge - Le film : Un héros sort de l'eau,2015-02-18,,http://fr.web.img5.acsta.net/pictures/14/10/30/18/38/374105.jpg,['Animation' 'Aventure' 'Comédie']
138880,Bad Teacher,2011-07-27,,http://fr.web.img5.acsta.net/medias/nmedia/18/82/00/21/19711244.jpg,['Comédie']
206720,Compliance,2012-09-26,,http://fr.web.img2.acsta.net/medias/nmedia/18/91/70/83/20199158.jpg,['Drame' 'Thriller']
212608,"Maison sucrée, jardin salé",2012-11-14,,http://fr.web.img5.acsta.net/medias/nmedia/18/93/75/08/20276656.jpg,['Animation']
216448,Faire quelque chose,2013-01-02,,http://fr.web.img4.acsta.net/medias/nmedia/18/95/48/32/20407555.jpg,['Documentaire']
218496,Mr. Turner,2014-12-03,,http://fr.web.img3.acsta.net/pictures/14/09/24/10/58/198016.jpg,['Biopic' 'Drame']
220032,Winter Sleep,2014-08-06,,http://fr.web.img2.acsta.net/pictures/14/08/29/10/07/204848.jpg,['Drame']
220800,Sarah préfère la course,2014-05-07,,http://fr.web.img3.acsta.net/pictures/14/04/17/16/12/132464.jpg,['Drame']
224640,La Fièvre des Particules,2014-11-05,,http://fr.web.img5.acsta.net/pictures/14/12/01/12/32/474155.jpg,['Documentaire']
228480,Les Règles du jeu,2015-01-07,,http://fr.web.img6.acsta.net/pictures/14/11/25/12/12/275718.jpg,['Documentaire']
44160,Orly,2010-08-11,,http://fr.web.img6.acsta.net/medias/nmedia/18/78/30/27/19455541.jpg,['Comédie-dramatique']
175744,Le Territoire des ombres : Le secret des Valdemar,2010-01-22,,http://fr.web.img1.acsta.net/pictures/210/022/21002281_20130430080609875.jpg,['Epouvante-horreur' 'Thriller']
179072,Le gamin au vélo,2011-05-18,,http://fr.web.img4.acsta.net/medias/nmedia/18/83/75/75/19716675.jpg,['Comédie-dramatique']
180608,Cleveland contre Wall Street,2010-08-18,,http://fr.web.img5.acsta.net/medias/nmedia/18/78/80/61/19479819.jpg,['Documentaire']
190848,Kirikou et les hommes et les femmes,2012-10-03,,http://fr.web.img5.acsta.net/medias/nmedia/18/83/31/95/20200597.jpg,['Animation' 'Aventure']
191360,Mauvaise fille,2012-11-28,,http://fr.web.img4.acsta.net/medias/nmedia/18/92/27/58/20190077.jpg,['Drame']
128128,L'Autre rive,2010-05-26,,http://fr.web.img5.acsta.net/medias/nmedia/18/71/48/69/19445068.jpg,['Drame']
194176,L'Homme qui rit,2012-12-26,,http://fr.web.img5.acsta.net/medias/nmedia/18/90/31/86/20258994.jpg,['Drame' 'Romance']
134273,Fantômes et Cie,2012-04-04,,http://fr.web.img6.acsta.net/medias/nmedia/18/91/69/72/20158371.jpg,['Comédie' 'Fantastique']
143745,La Prima Linea,2010-04-14,,http://fr.web.img5.acsta.net/medias/nmedia/18/74/19/56/19271446.jpg,['Drame']
209793,Black Nativity,2014-08-27,,http://fr.web.img3.acsta.net/pictures/14/08/21/18/17/378581.jpg,['Comédie-musicale' 'Drame']
213377,Shokuzai - Celles qui voulaient se souvenir,2013-05-29,,http://fr.web.img2.acsta.net/medias/nmedia/18/96/67/29/20541576.jpg,['Drame']
220033,Histoire de Judas,2015-04-08,,http://fr.web.img4.acsta.net/pictures/15/02/23/16/34/215964.jpg,['Aventure' 'Drame']
231297,Territoire de la liberté,2015-02-04,,http://fr.web.img4.acsta.net/pictures/15/01/13/14/26/563196.jpg,['Documentaire']
179073,Les Neiges du Kilimandjaro,2011-11-16,,http://fr.web.img3.acsta.net/medias/nmedia/18/83/94/17/19816052.jpg,['Drame' 'Romance']
183425,La Croisière,2011-04-20,,http://fr.web.img1.acsta.net/medias/nmedia/18/79/85/23/19661005.jpg,['Comédie']
193921,Les Saveurs du palais,2012-09-19,,http://fr.web.img5.acsta.net/medias/nmedia/18/91/72/42/20160206.jpg,['Comédie']
196225,El Gusto,2012-01-11,,http://fr.web.img5.acsta.net/medias/nmedia/18/86/53/42/19846211.jpg,['Comédie-musicale' 'Documentaire']
